step,t,phase,move,move_name,trunk_z,trunk_roll,trunk_pitch,trunk_vz,trunk_roll_rate
176,3.5200,0.103006,0,squat_bounce,0.107761,0.002242,-0.002130,0.002253,0.007025
177,3.5400,0.354249,0,squat_bounce,0.107822,0.002443,-0.002659,0.002614,0.021436
178,3.5600,0.605493,0,squat_bounce,0.107919,0.002745,-0.003204,0.005867,0.013934
179,3.5800,0.856737,0,squat_bounce,0.108061,0.002950,-0.003811,0.007746,0.010766
180,3.6000,1.107980,0,squat_bounce,0.108232,0.003123,-0.004284,0.008979,0.009331
181,3.6200,1.359224,0,squat_bounce,0.108421,0.003279,-0.004513,0.009670,0.007645
182,3.6400,1.610468,0,squat_bounce,0.108616,0.003401,-0.004563,0.009720,0.005269
183,3.6600,1.861711,0,squat_bounce,0.108803,0.003467,-0.004577,0.008986,0.002069
184,3.6800,2.112955,0,squat_bounce,0.108964,0.003456,-0.004661,0.007424,-0.002039
185,3.7000,2.364198,0,squat_bounce,0.109089,0.003349,-0.004813,0.005932,-0.006283
186,3.7200,2.615442,0,squat_bounce,0.109182,0.003100,-0.004986,0.003463,-0.015912
187,3.7400,2.866686,0,squat_bounce,0.109217,0.002762,-0.005064,0.000734,-0.015717
188,3.7600,3.117929,0,squat_bounce,0.109203,0.002401,-0.004806,-0.001480,-0.021787
189,3.7800,-2.914012,0,squat_bounce,0.109144,0.001910,-0.004380,-0.003880,-0.027373
190,3.8000,-2.662769,0,squat_bounce,0.109036,0.001366,-0.003948,-0.006327,-0.028170
191,3.8200,-2.411525,0,squat_bounce,0.108883,0.000854,-0.003558,-0.008371,-0.025243
192,3.8400,-2.160281,0,squat_bounce,0.108687,0.000557,-0.003114,-0.009764,-0.015537
193,3.8600,-1.909038,0,squat_bounce,0.108478,0.000267,-0.002713,-0.010806,-0.014450
194,3.8800,-1.657794,0,squat_bounce,0.108259,0.000230,-0.002235,-0.010843,0.005164
195,3.9000,-1.406551,0,squat_bounce,0.108073,0.000405,-0.001818,-0.008430,0.009351
196,3.9200,-1.155307,0,squat_bounce,0.107936,0.000856,-0.001613,-0.007574,0.030148
197,3.9400,-0.904063,0,squat_bounce,0.107820,0.001306,-0.001529,-0.004809,0.018722
198,3.9600,-0.652820,0,squat_bounce,0.107755,0.001619,-0.001571,-0.002341,0.014625
199,3.9800,-0.401576,0,squat_bounce,0.107726,0.001902,-0.001597,-0.001734,0.021268
200,4.0000,-0.150332,0,squat_bounce,0.107724,0.002126,-0.001737,0.000609,0.008057
201,4.0200,0.100911,0,squat_bounce,0.107757,0.002244,-0.002133,0.002245,0.007259
202,4.0400,0.352155,0,squat_bounce,0.107817,0.002448,-0.002670,0.002599,0.021585
203,4.0600,0.603399,0,squat_bounce,0.107914,0.002752,-0.003218,0.005852,0.014041
204,4.0800,0.854642,0,squat_bounce,0.108056,0.002957,-0.003824,0.007734,0.010750
205,4.1000,1.105886,0,squat_bounce,0.108227,0.003130,-0.004293,0.008974,0.009262
206,4.1200,1.357129,0,squat_bounce,0.108416,0.003284,-0.004519,0.009671,0.007558
207,4.1400,1.608373,0,squat_bounce,0.108611,0.003404,-0.004565,0.009729,0.005183
208,4.1600,1.859617,0,squat_bounce,0.108798,0.003469,-0.004575,0.009003,0.001990
209,4.1800,2.110860,0,squat_bounce,0.108960,0.003457,-0.004654,0.007447,-0.002056
210,4.2000,2.362104,0,squat_bounce,0.109081,0.003346,-0.004803,0.005162,-0.007149
211,4.2200,2.613348,0,squat_bounce,0.109172,0.003121,-0.004973,0.003577,-0.014382
212,4.2400,2.864591,0,squat_bounce,0.109211,0.002806,-0.005064,0.000896,-0.014876
213,4.2600,3.115835,0,squat_bounce,0.109199,0.002458,-0.004827,-0.001371,-0.021167
214,4.2800,-2.916107,0,squat_bounce,0.109142,0.001972,-0.004411,-0.003814,-0.027262
215,4.3000,-2.664863,0,squat_bounce,0.109035,0.001426,-0.003976,-0.006293,-0.028457
216,4.3200,-2.413619,0,squat_bounce,0.108882,0.000905,-0.003578,-0.008353,-0.025750
217,4.3400,-2.162376,0,squat_bounce,0.108687,0.000581,-0.003126,-0.010019,-0.014606
218,4.3600,-1.911132,0,squat_bounce,0.108475,0.000302,-0.002686,-0.010882,-0.014407
219,4.3800,-1.659889,0,squat_bounce,0.108255,0.000260,-0.002212,-0.010839,0.004856
220,4.4000,-1.408645,0,squat_bounce,0.108070,0.000426,-0.001815,-0.008418,0.008887
221,4.4200,-1.157401,0,squat_bounce,0.107939,0.000806,-0.001624,-0.006353,0.017543
222,4.4400,-0.906158,0,squat_bounce,0.107817,0.001294,-0.001485,-0.004949,0.020429
223,4.4600,-0.654914,0,squat_bounce,0.107751,0.001640,-0.001481,-0.002296,0.015832
224,4.4800,-0.403670,0,squat_bounce,0.107730,0.001864,-0.001500,-0.000541,0.007358
