step,t,phase,move,move_name,trunk_z,trunk_roll,trunk_pitch,trunk_vz,trunk_roll_rate
255,5.1000,1.101697,2,head_bob,0.115430,-0.001400,0.001563,0.000932,-0.000779
256,5.1200,1.352941,2,head_bob,0.115457,-0.001497,0.000248,0.002049,-0.002761
257,5.1400,1.604184,2,head_bob,0.115505,-0.001650,-0.001043,0.002442,-0.008382
258,5.1600,1.855428,2,head_bob,0.115531,-0.001727,-0.001875,0.000900,-0.001410
259,5.1800,2.106672,2,head_bob,0.115544,-0.001790,-0.002089,0.000551,-0.003916
260,5.2000,2.357915,2,head_bob,0.115536,-0.001895,-0.001811,-0.000908,-0.006250
261,5.2200,2.609159,2,head_bob,0.115518,-0.001940,-0.001249,-0.000886,0.000399
262,5.2400,2.860403,2,head_bob,0.115510,-0.001695,-0.000424,0.000209,0.021150
263,5.2600,3.111646,2,head_bob,0.115482,-0.001285,0.000734,-0.002044,0.016799
264,5.2800,-2.920296,2,head_bob,0.115443,-0.001115,0.002015,-0.002354,0.003444
265,5.3000,-2.669052,2,head_bob,0.115386,-0.001042,0.003363,-0.002320,-0.004355
266,5.3200,-2.417808,2,head_bob,0.115338,-0.001177,0.004664,-0.003003,-0.005082
267,5.3400,-2.166565,2,head_bob,0.115301,-0.001349,0.005584,-0.001241,-0.011524
268,5.3600,-1.915321,2,head_bob,0.115291,-0.001567,0.005838,-0.000165,-0.009761
269,5.3800,-1.664077,2,head_bob,0.115296,-0.001740,0.005555,0.000528,-0.007596
270,5.4000,-1.412834,2,head_bob,0.115316,-0.001868,0.004809,0.001289,-0.003682
271,5.4200,-1.161590,2,head_bob,0.115350,-0.001946,0.003862,0.001882,-0.002361
272,5.4400,-0.910346,2,head_bob,0.115368,-0.001832,0.003181,0.000786,0.009211
273,5.4600,-0.659103,2,head_bob,0.115385,-0.001639,0.002791,0.000914,0.010141
274,5.4800,-0.407859,2,head_bob,0.115391,-0.001574,0.002685,0.000474,0.004160
275,5.5000,-0.156616,2,head_bob,0.115399,-0.001474,0.002757,0.000339,0.005809
276,5.5200,0.094628,2,head_bob,0.115400,-0.001330,0.002978,-0.000226,0.007927
277,5.5400,0.345872,2,head_bob,0.115400,-0.001268,0.003135,-0.000347,0.002287
278,5.5600,0.597115,2,head_bob,0.115394,-0.001263,0.002910,-0.000029,-0.004105
279,5.5800,0.848359,2,head_bob,0.115400,-0.001428,0.002380,0.001123,-0.003195
280,5.6000,1.099603,2,head_bob,0.115429,-0.001399,0.001525,0.000893,-0.001034
281,5.6200,1.350846,2,head_bob,0.115456,-0.001499,0.000238,0.002025,-0.002797
282,5.6400,1.602090,2,head_bob,0.115504,-0.001650,-0.001033,0.002435,-0.008251
283,5.6600,1.853334,2,head_bob,0.115529,-0.001724,-0.001856,0.000903,-0.001254
284,5.6800,2.104577,2,head_bob,0.115543,-0.001784,-0.002068,0.000560,-0.003791
285,5.7000,2.355821,2,head_bob,0.115530,-0.001894,-0.001816,-0.000895,-0.005825
286,5.7200,2.607065,2,head_bob,0.115514,-0.001926,-0.001270,-0.000781,0.001096
287,5.7400,2.858308,2,head_bob,0.115507,-0.001671,-0.000453,0.000278,0.021549
288,5.7600,3.109552,2,head_bob,0.115480,-0.001258,0.000697,-0.002001,0.016813
289,5.7800,-2.922390,2,head_bob,0.115441,-0.001090,0.001977,-0.002332,0.003321
290,5.8000,-2.671146,2,head_bob,0.115385,-0.001020,0.003328,-0.002312,-0.004559
291,5.8200,-2.419903,2,head_bob,0.115337,-0.001160,0.004635,-0.003005,-0.005327
